multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
2008,W326AVE,2022-09-19,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,33.0,30.0,data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
2009,3646HBH,2023-03-05,00:00,120.0,60,AV SIEMPRE VIVA,R02,IMPAGA,60.0,57.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2010,831MDB,2021-04-25,00:00,75.0,40,RUTA 9,R03,APELADA,35.0,33.0,,,62.5
2011,990XYK,2020-07-18,09:22,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0,,,40.0
2012,NHZ1002,2021-05-05,19:26,128.0,80,RUTA 9,R01,IMPAGA,48.0,44.0,,,33.33
2014,AWS167,2021-03-15,15:13,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0,,,76.92
2017,M431ZW,2023-09-19,00:00,122.0,80,RUTA 9,R03,ERROR,42.0,38.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2019,UM96201,2023-06-23,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,70.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2020,9999868,2023-12-16,19:27,89.0,40,AV LIBERTADOR,,ERROR,49.0,47.0,,,71.43
2021,AWS167,1932-01-01,19:27,51.0,40,AV SIEMPRE VIVA,R01,PAGADA,11.0,9.0,,,76.92
2022,810TCH,1932-01-01,00:00,81.0,60,AV LIBERTADOR,R02,IMPAGA,21.0,18.0,,,54.55
2023,INTIGR8,1932-01-01,19:27,105.0,60,AV SIEMPRE VIVA,R02,ERROR,45.0,42.0,,,66.67
2026,HK06YMX,1932-01-01,19:27,116.0,40,RUTA 9,,ERROR,76.0,74.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
2029,6611172,1932-01-01,09:23,115.0,80,AV LIBERTADOR,,PAGADA,35.0,31.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2032,GE1466,1932-01-01,00:00,106.0,80,AV LIBERTADOR,R03,ERROR,26.0,22.0,,,66.67
2033,CBMUK,1932-01-01,15:13,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,22.0,,,42.86
2036,3646HBH,2020-10-19,09:23,86.0,40,RUTA 9,R01,ERROR,46.0,44.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2040,FD1475,1932-01-01,19:28,97.0,60,AV SIEMPRE VIVA,R01,IMPAGA,37.0,34.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2042,XIIUME,2022-09-11,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,18.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
2044,6611172,1932-01-01,09:24,155.0,80,AV SIEMPRE VIVA,R02,IMPAGA,75.0,71.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2050,0695DVH,2023-05-07,15:14,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0,,,66.67
2052,409,2022-10-05,10:25,108.0,60,AV SIEMPRE VIVA,R01,ERROR,48.0,45.0,,,50.0
2055,W326AVE,1932-01-01,19:28,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0,data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
2060,VNK296GP,2023-10-26,19:29,149.0,80,RUTA 9,R02,PAGADA,69.0,65.0,,,75.0
2061,41RSTZ,2022-06-10,10:25,44.0,40,RUTA 9,,ERROR,4.0,2.0,,,75.0
2065,PIW4215,2020-07-31,09:25,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,22.0,,,47.62
2067,NAN,2021-01-12,00:00,149.0,80,AV LIBERTADOR,R01,PAGADA,69.0,65.0,,,40.0
2074,GN64OTP,2020-05-13,19:29,95.0,80,RUTA 9,R02,ERROR,15.0,11.0,,,57.14
2075,CT5B876,1932-01-01,19:29,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0,data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
2078,NHZ1002,2021-01-06,19:30,111.0,60,AV SIEMPRE VIVA,R01,IMPAGA,51.0,48.0,,,33.33
2081,BM351,2023-01-22,00:00,96.0,60,AV LIBERTADOR,R03,APELADA,36.0,33.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
2082,VY90540,2022-06-01,09:25,58.0,40,AV SIEMPRE VIVA,R02,ERROR,18.0,16.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
2085,831MDB,2022-08-19,00:00,101.0,40,RUTA 9,,IMPAGA,61.0,59.0,,,62.5
2088,B81JKY,2020-07-02,15:15,107.0,80,AV LIBERTADOR,R01,PAGADA,27.0,23.0,,,72.73
2091,41RSTZ,2021-01-03,19:30,85.0,80,AV LIBERTADOR,R03,APELADA,5.0,1.0,,,75.0
2093,CBMUK,2022-12-31,09:26,87.0,80,AV LIBERTADOR,R01,ERROR,7.0,3.0,,,42.86
2100,GN64OTP,1932-01-01,15:16,51.0,40,RUTA 9,R01,ERROR,11.0,9.0,,,57.14
2102,810TCH,2023-12-25,15:16,60.0,40,AV LIBERTADOR,R01,PAGADA,20.0,18.0,,,54.55
2107,BB8986,2021-09-29,10:27,91.0,80,RUTA 9,R02,APELADA,11.0,7.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
2108,RFH373,2022-04-14,10:27,100.0,60,RUTA 9,R01,ERROR,40.0,37.0,,,36.36
2109,AWS167,2022-11-16,00:00,73.0,40,AV LIBERTADOR,R03,IMPAGA,33.0,31.0,,,76.92
2110,WEFLYN,1932-01-01,09:27,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0,,,50.0
2112,HK06YMX,1932-01-01,10:27,148.0,80,AV SIEMPRE VIVA,R03,APELADA,68.0,64.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
2113,BP717,1932-01-01,09:27,92.0,40,RUTA 9,,ERROR,52.0,50.0,data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
2114,CBMUK,2021-08-06,10:27,111.0,80,AV LIBERTADOR,,PAGADA,31.0,27.0,,,42.86
2115,GLEN1E,1932-01-01,00:00,89.0,60,AV LIBERTADOR,R02,ERROR,29.0,26.0,,,46.15
2118,FD1475,2022-01-27,00:00,106.0,60,AV LIBERTADOR,R01,IMPAGA,46.0,43.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2120,2999961,2022-08-03,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,76.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
2123,J1S1,2021-06-04,19:30,44.0,40,AV SIEMPRE VIVA,R01,IMPAGA,4.0,2.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
2128,6NCE831,2021-12-28,09:27,141.0,80,AV SIEMPRE VIVA,R02,IMPAGA,61.0,57.0,,,66.67
2130,831MDB,2021-09-20,00:00,90.0,60,RUTA 9,R01,ERROR,30.0,27.0,,,62.5
2135,409,2021-12-15,00:00,45.0,40,RUTA 9,R02,APELADA,5.0,3.0,,,50.0
2141,HK06YMX,2022-03-15,10:29,149.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,65.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
2146,YLO8WUE,2023-12-25,00:00,113.0,40,AV LIBERTADOR,R03,IMPAGA,73.0,71.0,,,46.15
2147,6611172,2021-01-20,00:00,93.0,40,AV LIBERTADOR,R02,ERROR,53.0,51.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2149,INTIGR8,1932-01-01,19:31,72.0,60,AV SIEMPRE VIVA,R01,PAGADA,12.0,9.0,,,66.67
2151,HAMSTUR,1932-01-01,10:30,134.0,80,RUTA 9,R02,APELADA,54.0,50.0,,,63.64
2152,GN64OTP,1932-01-01,00:00,56.0,40,AV SIEMPRE VIVA,R01,ERROR,16.0,14.0,,,57.14
2154,FD1475,2020-04-21,10:30,82.0,60,RUTA 9,R02,PAGADA,22.0,19.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2156,AI7OVF,1932-01-01,09:28,113.0,80,AV LIBERTADOR,R02,ERROR,33.0,29.0,data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AL70VF,83.33
2157,RFH373,2020-11-24,19:31,115.0,80,AV SIEMPRE VIVA,R03,ERROR,35.0,31.0,,,36.36
2160,PIW4215,2021-01-17,00:00,136.0,60,AV LIBERTADOR,R02,APELADA,76.0,73.0,,,47.62
2161,VY90540,2021-05-15,10:30,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,53.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
2167,WU341A,2020-12-12,19:32,103.0,40,AV LIBERTADOR,R02,ERROR,63.0,61.0,,,50.0
2170,BB8986,2023-07-05,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
2174,INTIGR8,2022-12-07,09:30,104.0,40,RUTA 9,R03,ERROR,64.0,62.0,,,66.67
2175,8B90638,2020-10-16,19:32,114.0,40,AV LIBERTADOR,R03,IMPAGA,74.0,72.0,,,54.55
2180,BHRP770,2022-09-04,09:30,79.0,40,AV LIBERTADOR,R03,ERROR,39.0,37.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
2181,UM96201,2021-06-07,19:33,116.0,40,AV SIEMPRE VIVA,R01,ERROR,76.0,74.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2182,990XYK,2021-04-17,19:33,123.0,80,RUTA 9,R01,IMPAGA,43.0,39.0,,,40.0
2185,GOOGLE,2022-05-18,10:31,144.0,80,AV LIBERTADOR,,ERROR,64.0,60.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
2186,M431ZW,2022-05-28,15:17,115.0,40,AV LIBERTADOR,,ERROR,75.0,73.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
2192,589222,2024-01-11,10:31,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,29.0,26.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
2195,409,1932-01-01,19:34,99.0,80,RUTA 9,R01,PAGADA,19.0,15.0,,,50.0
2196,6NCE831,2021-03-10,00:00,88.0,40,AV SIEMPRE VIVA,R03,ERROR,48.0,46.0,,,66.67
2197,VTIIAHV,2021-07-18,10:31,116.0,40,RUTA 9,R01,APELADA,76.0,74.0,,,76.92
2198,81ZFJD,2021-12-17,09:30,143.0,80,AV LIBERTADOR,R02,ERROR,63.0,59.0,,,72.73
2199,3646HBH,2020-03-26,10:31,145.0,80,AV LIBERTADOR,,PAGADA,65.0,61.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2201,0695DVH,2021-05-11,10:32,112.0,80,AV LIBERTADOR,R02,IMPAGA,32.0,28.0,,,66.67
2202,MX60NZA,2021-12-18,09:30,96.0,40,RUTA 9,R02,IMPAGA,56.0,54.0,,,42.86
2203,M20CPR,1932-01-01,15:18,133.0,80,RUTA 9,,APELADA,53.0,49.0,,,66.67
2205,6NCE831,2020-07-05,10:32,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0,,,66.67
2206,M20CPR,1932-01-01,19:34,68.0,60,AV SIEMPRE VIVA,,ERROR,8.0,5.0,,,66.67
2213,M431ZW,2023-02-08,00:00,108.0,80,AV LIBERTADOR,R01,IMPAGA,28.0,24.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2217,BP717,2023-07-12,09:31,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0,data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
2225,HF3461,1932-01-01,10:33,81.0,60,RUTA 9,R03,PAGADA,21.0,18.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2226,UM96201,2021-07-08,00:00,106.0,40,AV LIBERTADOR,R02,PAGADA,66.0,64.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2230,GOOGLE,2023-03-13,09:31,115.0,40,AV SIEMPRE VIVA,,PAGADA,75.0,73.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
2236,409,2023-05-22,19:36,81.0,60,RUTA 9,R02,IMPAGA,21.0,18.0,,,50.0
2237,MPX9357,2020-12-09,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,24.0,21.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2239,J1S1,1932-01-01,09:31,127.0,80,AV LIBERTADOR,R03,APELADA,47.0,43.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
2241,HAMSTUR,2020-06-14,09:32,120.0,80,AV LIBERTADOR,,IMPAGA,40.0,36.0,,,63.64
2243,9999868,2021-04-23,00:00,75.0,60,RUTA 9,R01,PAGADA,15.0,12.0,,,71.43
2244,RFH373,1932-01-01,19:36,44.0,40,AV SIEMPRE VIVA,,PAGADA,4.0,2.0,,,36.36
2245,9999868,2022-09-28,10:33,91.0,40,AV LIBERTADOR,R02,IMPAGA,51.0,49.0,,,71.43
2246,FVIOUHP,2022-02-23,00:00,110.0,60,AV SIEMPRE VIVA,,ERROR,50.0,47.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
2247,WU08YWC,2020-05-03,15:19,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,11.0,,,42.86
2248,BM351,2021-12-08,15:19,112.0,60,RUTA 9,R03,PAGADA,52.0,49.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
2250,INTIGR8,2021-01-23,10:34,117.0,40,AV SIEMPRE VIVA,R03,ERROR,77.0,75.0,,,66.67
2255,6EVY261,2022-11-21,00:00,99.0,80,AV LIBERTADOR,R02,APELADA,19.0,15.0,,,58.33
2260,VNK296GP,2021-04-16,10:34,126.0,60,AV LIBERTADOR,R02,PAGADA,66.0,63.0,,,75.0
2261,6611172,1932-01-01,15:20,136.0,80,AV LIBERTADOR,R02,PAGADA,56.0,52.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2263,6NCE831,2022-09-17,00:00,109.0,60,AV LIBERTADOR,R02,APELADA,49.0,46.0,,,66.67
2267,GLEN1E,2023-04-02,15:20,109.0,80,AV SIEMPRE VIVA,R03,IMPAGA,29.0,25.0,,,46.15
2269,GE1466,1932-01-01,09:32,159.0,80,RUTA 9,R03,APELADA,79.0,75.0,,,66.67
2270,HF58HXP,2022-08-16,19:37,101.0,80,AV SIEMPRE VIVA,,ERROR,21.0,17.0,data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
2274,GE1466,2020-11-12,10:35,122.0,60,RUTA 9,R01,APELADA,62.0,59.0,,,66.67
2276,6NCE831,2020-11-19,15:21,94.0,80,AV LIBERTADOR,R02,IMPAGA,14.0,10.0,,,66.67
2278,MVU4688,2021-03-05,09:33,105.0,80,AV LIBERTADOR,,ERROR,25.0,21.0,data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2279,0695DVH,2020-10-02,10:35,121.0,60,AV LIBERTADOR,R01,IMPAGA,61.0,58.0,,,66.67
2281,FD1475,2020-07-06,09:33,67.0,40,AV SIEMPRE VIVA,R03,ERROR,27.0,25.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2286,MPX9357,1932-01-01,09:34,66.0,40,RUTA 9,,IMPAGA,26.0,24.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2288,81ZFJD,1932-01-01,10:35,114.0,40,AV SIEMPRE VIVA,R02,IMPAGA,74.0,72.0,,,72.73
2289,BX55DOG,2021-12-17,10:35,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,28.0,,,71.43
2296,3646HBH,1932-01-01,10:36,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2297,810TCH,2022-05-03,15:21,80.0,60,RUTA 9,,ERROR,20.0,17.0,,,54.55
2302,NTHGLFT,2022-04-08,00:00,105.0,40,AV LIBERTADOR,,PAGADA,65.0,63.0,,,37.84
2303,BX55DOG,2021-09-11,00:00,156.0,80,AV SIEMPRE VIVA,R02,IMPAGA,76.0,72.0,,,71.43
2305,589222,2020-12-15,15:22,134.0,60,AV LIBERTADOR,,APELADA,74.0,71.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
2308,MX60NZA,2020-02-19,00:00,53.0,40,AV LIBERTADOR,R01,APELADA,13.0,11.0,,,42.86
2309,INTIGR8,2022-02-18,09:35,92.0,60,AV SIEMPRE VIVA,R03,APELADA,32.0,29.0,,,66.67
2310,M431ZW,2022-02-25,00:00,89.0,80,AV LIBERTADOR,R01,ERROR,9.0,5.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2311,BP717,1932-01-01,15:22,132.0,60,AV SIEMPRE VIVA,R03,APELADA,72.0,69.0,data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
2314,81ZFJD,2021-03-23,15:23,106.0,60,AV LIBERTADOR,R03,ERROR,46.0,43.0,,,72.73
2317,WEFLYN,2024-02-04,19:38,126.0,80,RUTA 9,,ERROR,46.0,42.0,,,50.0
2319,DI2LOT,1932-01-01,10:36,47.0,40,AV LIBERTADOR,,IMPAGA,7.0,5.0,,,42.86
2320,GE1466,1932-01-01,19:38,84.0,60,AV LIBERTADOR,R02,PAGADA,24.0,21.0,,,66.67
2323,TL03GOG,2022-03-09,19:38,126.0,80,RUTA 9,,IMPAGA,46.0,42.0,,,46.15
2325,WU08YWC,2023-06-28,09:36,103.0,40,RUTA 9,R01,PAGADA,63.0,61.0,,,42.86
2327,PIW4215,2022-10-10,15:23,142.0,80,AV SIEMPRE VIVA,R01,ERROR,62.0,58.0,,,47.62
2333,BM351,2022-12-18,10:37,50.0,40,AV SIEMPRE VIVA,R03,PAGADA,10.0,8.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
2334,MX60NZA,2023-12-10,15:23,130.0,80,AV LIBERTADOR,R02,APELADA,50.0,46.0,,,42.86
2336,NHZ1002,2023-06-18,10:37,70.0,40,AV SIEMPRE VIVA,R03,IMPAGA,30.0,28.0,,,33.33
2338,AWS167,2022-03-06,00:00,92.0,60,AV LIBERTADOR,,IMPAGA,32.0,29.0,,,76.92
2342,5777770,1932-01-01,10:37,126.0,80,AV LIBERTADOR,R03,IMPAGA,46.0,42.0,data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2344,8B90638,1932-01-01,09:37,140.0,60,RUTA 9,R03,IMPAGA,80.0,77.0,,,54.55
2345,81ZFJD,2022-08-13,19:39,69.0,40,AV SIEMPRE VIVA,,ERROR,29.0,27.0,,,72.73
2346,TL03GOG,2021-03-21,15:23,120.0,80,AV SIEMPRE VIVA,R02,PAGADA,40.0,36.0,,,46.15
2347,5777770,2022-11-04,00:00,129.0,60,RUTA 9,R03,PAGADA,69.0,66.0,data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2348,M20CPR,1932-01-01,15:24,125.0,60,AV LIBERTADOR,R03,IMPAGA,65.0,62.0,,,66.67
2349,RFH373,1932-01-01,09:37,130.0,60,RUTA 9,,ERROR,70.0,67.0,,,36.36
2350,FVIOUHP,2021-12-25,00:00,50.0,40,AV SIEMPRE VIVA,R01,APELADA,10.0,8.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
2351,BX55DOG,1932-01-01,15:24,74.0,40,AV LIBERTADOR,R02,IMPAGA,34.0,32.0,,,71.43
2358,XIIUME,2020-06-15,19:40,114.0,40,RUTA 9,R01,PAGADA,74.0,72.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
2360,WU08YWC,2023-07-30,15:24,68.0,60,AV SIEMPRE VIVA,R02,ERROR,8.0,5.0,,,42.86
2364,TL03GOG,2022-03-30,00:00,133.0,60,AV LIBERTADOR,R02,APELADA,73.0,70.0,,,46.15
2365,T0YDR,2022-01-29,00:00,121.0,60,AV SIEMPRE VIVA,R03,PAGADA,61.0,58.0,,,42.11
2368,GE1466,2021-10-16,00:00,91.0,40,AV LIBERTADOR,,APELADA,51.0,49.0,,,66.67
2369,691XC80,2023-04-22,19:40,107.0,60,AV SIEMPRE VIVA,R01,ERROR,47.0,44.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
2370,RFH373,2022-05-30,10:38,98.0,80,AV SIEMPRE VIVA,R02,IMPAGA,18.0,14.0,,,36.36
2371,GN64OTP,2022-11-05,10:38,93.0,80,AV LIBERTADOR,R03,PAGADA,13.0,9.0,,,57.14
2372,MPX9357,2024-01-02,15:25,128.0,80,RUTA 9,,PAGADA,48.0,44.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
2374,W326AVE,2021-11-23,09:37,80.0,40,RUTA 9,R03,ERROR,40.0,38.0,data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
2375,DI2LOT,1932-01-01,19:41,80.0,40,AV LIBERTADOR,,PAGADA,40.0,38.0,,,42.86
2377,BHRP770,2020-07-28,19:41,148.0,80,AV SIEMPRE VIVA,,PAGADA,68.0,64.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
2378,RFH373,1932-01-01,00:00,148.0,80,RUTA 9,R02,APELADA,68.0,64.0,,,36.36
2381,INTIGR8,2020-06-30,10:38,97.0,40,RUTA 9,R03,PAGADA,57.0,55.0,,,66.67
2382,BP717,1932-01-01,00:00,112.0,40,AV SIEMPRE VIVA,R01,APELADA,72.0,70.0,data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
2383,691XC80,2023-05-19,00:00,67.0,60,AV LIBERTADOR,R01,APELADA,7.0,4.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
2384,3646HBH,1932-01-01,00:00,68.0,40,AV LIBERTADOR,R01,IMPAGA,28.0,26.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2385,GE1466,2023-07-10,10:38,89.0,80,AV SIEMPRE VIVA,,ERROR,9.0,5.0,,,66.67
2391,AI7OVF,2023-09-28,15:25,140.0,60,RUTA 9,R02,PAGADA,80.0,77.0,data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AL70VF,83.33
2393,BHRP770,2020-08-12,09:38,61.0,40,AV SIEMPRE VIVA,R03,IMPAGA,21.0,19.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
2394,MVU4688,2020-06-21,19:42,68.0,60,AV LIBERTADOR,R03,ERROR,8.0,5.0,data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2395,XIIUME,2020-09-06,15:25,117.0,60,RUTA 9,R02,ERROR,57.0,54.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
2396,M431ZW,2021-11-29,19:42,157.0,80,AV SIEMPRE VIVA,R01,ERROR,77.0,73.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2397,M431ZW,2023-05-02,15:26,118.0,80,AV LIBERTADOR,R02,IMPAGA,38.0,34.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2400,CD05601,2023-05-16,15:26,80.0,60,RUTA 9,R01,ERROR,20.0,17.0,,,57.14
2401,WU08YWC,2021-07-25,19:42,146.0,80,RUTA 9,R02,IMPAGA,66.0,62.0,,,42.86
2403,AWS167,2020-11-22,19:43,78.0,40,RUTA 9,R01,PAGADA,38.0,36.0,,,76.92
2414,NHZ1002,2023-01-27,09:38,81.0,40,AV SIEMPRE VIVA,,IMPAGA,41.0,39.0,,,33.33
2419,HK06YMX,2022-02-17,10:39,100.0,80,AV LIBERTADOR,R01,PAGADA,20.0,16.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
2423,DK414N,2022-03-30,00:00,123.0,60,AV SIEMPRE VIVA,R02,PAGADA,63.0,60.0,,,61.54
2425,WU08YWC,2023-11-26,09:39,117.0,40,RUTA 9,R02,IMPAGA,77.0,75.0,,,42.86
2428,WEFLYN,1932-01-01,10:40,98.0,40,AV LIBERTADOR,R02,PAGADA,58.0,56.0,,,50.0
2433,NTHGLFT,2023-02-02,19:45,92.0,40,AV SIEMPRE VIVA,R03,IMPAGA,52.0,50.0,,,37.84
2434,HF3461,2020-04-16,00:00,57.0,40,RUTA 9,R01,APELADA,17.0,15.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
2436,BHRP770,2021-10-13,00:00,49.0,40,AV LIBERTADOR,R02,ERROR,9.0,7.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
2437,6611172,2022-04-23,15:27,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,8.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
2438,GCP332,2022-10-04,09:40,96.0,60,AV LIBERTADOR,R03,ERROR,36.0,33.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
2440,NAN,2022-02-21,00:00,69.0,60,AV LIBERTADOR,R02,IMPAGA,9.0,6.0,,,40.0
2441,TL03GOG,2022-07-05,19:45,77.0,40,AV LIBERTADOR,R01,PAGADA,37.0,35.0,,,46.15
2442,3646HBH,2020-11-24,15:27,120.0,40,AV LIBERTADOR,,PAGADA,80.0,78.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
